pagamento_id,pedido_id,forma_pagamento,valor_pago,status_pagamento
770,1057,PIX,150.0,Pendente
771,4619,PIX,150.0,Pendente
772,4085,Boleto,250.0,Pago
773,1729,PIX,150.0,Pago
774,4159,Cartão,250.0,Estornado
775,1827,PIX,99.9,Pago
776,1192,Cartão,250.0,Estornado
777,3049,Boleto,250.0,Pendente
778,4262,PIX,99.9,Pendente
779,2098,PIX,150.0,Pendente
780,900,PIX,150.0,Estornado
781,4676,Boleto,250.0,Pago
782,3512,Cartão,99.9,Estornado
783,4969,PIX,250.0,Pago
784,3271,Cartão,250.0,Pago
785,3810,Boleto,99.9,Pendente
786,4058,Cartão,250.0,Pago
787,1492,PIX,150.0,Pendente
788,2194,Boleto,250.0,Estornado
789,1917,PIX,99.9,Pendente
790,3434,Cartão,150.0,Pendente
791,574,PIX,99.9,Pago
792,1813,Boleto,99.9,Estornado
793,2544,Cartão,250.0,Pago
794,2801,PIX,150.0,Pendente
795,3873,PIX,150.0,Pago
796,516,Boleto,150.0,Pendente
797,1352,Cartão,250.0,Estornado
798,2883,PIX,99.9,Pendente
799,3868,Boleto,250.0,Pago
800,25,Boleto,99.9,Pago
801,3294,Cartão,99.9,Estornado
802,2278,Cartão,99.9,Estornado
803,1967,Cartão,250.0,Pago
804,754,Cartão,150.0,Pago
805,4460,Boleto,150.0,Estornado
806,4056,Cartão,99.9,Pago
807,3441,PIX,150.0,Estornado
808,1146,PIX,150.0,Pendente
809,466,PIX,250.0,Pendente
810,3921,PIX,99.9,Pendente
811,4016,Boleto,250.0,Pago
812,1129,Boleto,150.0,Pendente
813,359,PIX,150.0,Estornado
814,2267,Boleto,99.9,Pago
815,866,PIX,250.0,Pago
816,2633,Cartão,99.9,Pago
817,2700,Boleto,150.0,Estornado
818,3546,Cartão,99.9,Pago
819,2006,Cartão,250.0,Pendente
820,672,PIX,150.0,Estornado
821,2454,Boleto,150.0,Estornado
822,239,Boleto,150.0,Pendente
823,2388,PIX,99.9,Estornado
824,1297,PIX,150.0,Pago
825,3821,Boleto,150.0,Estornado
826,1190,Boleto,250.0,Pago
827,945,Cartão,250.0,Pendente
828,2019,PIX,150.0,Pendente
829,1707,Cartão,99.9,Estornado
830,4305,Boleto,150.0,Pendente
831,2486,PIX,99.9,Pendente
832,1847,PIX,250.0,Pendente
833,4190,Cartão,99.9,Pago
834,4633,Cartão,99.9,Pendente
835,4742,PIX,99.9,Pago
836,2399,PIX,250.0,Estornado
837,2718,Cartão,150.0,Estornado
838,402,Boleto,99.9,Estornado
839,673,Cartão,250.0,Pendente
840,2496,PIX,150.0,Pago
841,3650,Cartão,250.0,Estornado
842,4222,Boleto,250.0,Pago
843,314,Boleto,150.0,Pago
844,392,Boleto,150.0,Estornado
845,1569,PIX,150.0,Pago
846,2010,Boleto,250.0,Estornado
847,3951,PIX,150.0,Estornado
848,2273,PIX,150.0,Estornado
849,2431,Boleto,150.0,Estornado
850,2730,PIX,99.9,Estornado
851,2948,Boleto,150.0,Estornado
852,4875,PIX,150.0,Estornado
853,2967,Boleto,99.9,Estornado
854,903,Cartão,99.9,Pago
855,4373,Boleto,99.9,Estornado
856,2749,Cartão,250.0,Pago
857,1415,Boleto,150.0,Pago
858,1284,Cartão,150.0,Pendente
859,1655,Boleto,150.0,Estornado
860,3666,Cartão,150.0,Pendente
861,3716,Cartão,150.0,Estornado
862,683,Cartão,250.0,Estornado
863,1806,PIX,99.9,Pago
864,4798,Boleto,250.0,Pendente
865,1555,PIX,99.9,Estornado
866,1167,Cartão,99.9,Pendente
867,3102,PIX,250.0,Estornado
868,4874,Cartão,250.0,Estornado
869,1051,PIX,150.0,Estornado
870,759,PIX,250.0,Estornado
871,4653,Cartão,99.9,Estornado
872,73,Boleto,150.0,Pendente
873,2440,PIX,99.9,Pago
874,3819,Boleto,250.0,Pendente
875,3837,Boleto,250.0,Estornado
876,4690,PIX,250.0,Pago
877,2149,Boleto,150.0,Estornado
878,1968,Cartão,150.0,Pendente
879,2447,Cartão,250.0,Pago
880,244,Boleto,99.9,Estornado
881,3014,Boleto,150.0,Pendente
882,2988,Cartão,150.0,Pago
883,550,Cartão,150.0,Pago
884,2793,Boleto,99.9,Estornado
885,2445,Boleto,99.9,Estornado
886,3360,Cartão,150.0,Estornado
887,952,Boleto,99.9,Pago
888,3251,PIX,99.9,Pago
889,1725,Boleto,250.0,Pago
890,1227,Cartão,250.0,Pendente
891,4150,Boleto,99.9,Pago
892,3463,Boleto,99.9,Pago
893,734,Cartão,99.9,Estornado
894,571,Cartão,150.0,Pendente
895,1359,Boleto,250.0,Estornado
896,3341,PIX,150.0,Pendente
897,1060,Cartão,150.0,Pendente
898,2294,Boleto,250.0,Pago
899,2319,Boleto,150.0,Estornado
900,4395,Boleto,150.0,Estornado
901,364,Boleto,150.0,Estornado
902,2681,Boleto,150.0,Pago
903,3046,Cartão,250.0,Pago
904,3149,PIX,150.0,Pendente
905,4560,Cartão,99.9,Pago
906,951,Boleto,250.0,Pendente
907,3861,Cartão,250.0,Estornado
908,2785,PIX,150.0,Pendente
909,128,Boleto,150.0,Pendente
910,2340,Cartão,99.9,Estornado
911,2584,Boleto,99.9,Pago
912,1318,Cartão,250.0,Pago
913,1913,PIX,250.0,Estornado
914,4199,Boleto,99.9,Pago
915,1182,PIX,250.0,Pendente
916,3903,Boleto,250.0,Pago
917,2965,Boleto,250.0,Pendente
918,3039,PIX,99.9,Estornado
919,4867,Cartão,150.0,Pago
920,518,PIX,150.0,Pendente
921,2999,PIX,150.0,Pendente
922,731,Boleto,150.0,Estornado
923,635,PIX,150.0,Pendente
924,2359,Boleto,99.9,Pendente
925,4299,Cartão,250.0,Estornado
926,4743,Boleto,250.0,Pago
927,1206,Boleto,99.9,Pendente
928,3520,Boleto,99.9,Pago
929,351,PIX,99.9,Pendente
930,4569,PIX,250.0,Pendente
931,1921,PIX,99.9,Pago
932,2846,Boleto,99.9,Estornado
933,3701,PIX,150.0,Pendente
934,3805,PIX,150.0,Estornado
935,519,Boleto,250.0,Estornado
936,3350,Cartão,150.0,Pago
937,4413,PIX,250.0,Pago
938,4649,Boleto,150.0,Pago
939,3650,PIX,250.0,Pendente
940,4274,Cartão,150.0,Pendente
941,1785,Boleto,150.0,Pendente
942,153,Cartão,150.0,Pendente
943,1714,Boleto,99.9,Estornado
944,4011,PIX,99.9,Pago
945,3192,PIX,150.0,Pago
946,1374,Boleto,250.0,Estornado
947,4910,Boleto,99.9,Pago
948,3683,Cartão,250.0,Pendente
949,3036,Cartão,250.0,Pendente
950,3153,Cartão,150.0,Pendente
951,2392,PIX,150.0,Pago
952,1720,Boleto,250.0,Pendente
953,867,Cartão,250.0,Pago
954,4371,Cartão,150.0,Pendente
955,4960,Cartão,99.9,Estornado
956,2500,Boleto,250.0,Pendente
957,3195,Cartão,250.0,Pendente
958,976,PIX,99.9,Estornado
959,3619,PIX,99.9,Estornado
960,1992,PIX,250.0,Estornado
961,569,Cartão,250.0,Estornado
962,1204,Boleto,99.9,Pendente
963,3135,PIX,250.0,Estornado
964,1538,PIX,250.0,Pendente
965,2421,Boleto,99.9,Estornado
966,1303,Boleto,150.0,Estornado
967,4905,Boleto,99.9,Pago
968,2176,Cartão,150.0,Estornado
969,14,PIX,99.9,Pendente
970,3539,Cartão,99.9,Estornado
971,209,Boleto,99.9,Estornado
972,1285,Cartão,99.9,Pago
973,609,Boleto,250.0,Estornado
974,2229,Cartão,99.9,Pago
975,4363,PIX,250.0,Pago
976,3251,PIX,150.0,Estornado
977,2811,Boleto,250.0,Estornado
978,3363,Cartão,99.9,Estornado
979,4021,Boleto,99.9,Estornado
980,2393,Cartão,99.9,Estornado
981,4300,Cartão,99.9,Pago
982,1650,Cartão,150.0,Estornado
983,351,Boleto,99.9,Pago
984,1475,Cartão,150.0,Pendente
985,457,Boleto,250.0,Pago
986,688,Cartão,99.9,Pago
987,2138,Cartão,150.0,Pago
988,2648,Boleto,150.0,Pendente
989,480,Cartão,250.0,Estornado
990,2986,Cartão,250.0,Pago
991,3898,PIX,150.0,Pendente
992,861,PIX,150.0,Pago
993,4901,PIX,99.9,Pendente
994,183,Boleto,250.0,Pago
995,4360,PIX,150.0,Estornado
996,2355,PIX,250.0,Estornado
997,312,PIX,250.0,Pago
998,3386,Cartão,150.0,Estornado
999,1073,Boleto,99.9,Pago
1000,3763,Cartão,99.9,Estornado
1001,3500,Cartão,250.0,Estornado
1002,4173,Boleto,150.0,Pago
1003,1002,PIX,250.0,Pendente
1004,870,Boleto,150.0,Pendente
1005,4032,PIX,150.0,Pago
1006,1732,Boleto,99.9,Estornado
1007,995,PIX,99.9,Estornado
1008,3078,Boleto,150.0,Pago
1009,324,Boleto,250.0,Pendente
1010,1130,PIX,150.0,Estornado
1011,3831,Cartão,99.9,Pendente
1012,2854,Cartão,250.0,Estornado
1013,4709,PIX,99.9,Estornado
1014,3969,PIX,150.0,Pago
1015,3909,Cartão,250.0,Pago
1016,3094,Boleto,250.0,Pendente
1017,3836,PIX,250.0,Estornado
1018,252,Cartão,150.0,Estornado
1019,2825,Boleto,250.0,Estornado
1020,2789,Cartão,250.0,Pendente
1021,3209,Cartão,250.0,Estornado
1022,3261,Boleto,150.0,Pendente
1023,92,Cartão,150.0,Pago
1024,3292,Boleto,250.0,Pendente
1025,1097,PIX,250.0,Pendente
1026,3988,Cartão,250.0,Estornado
1027,646,PIX,250.0,Pago
1028,4541,Boleto,250.0,Estornado
1029,2606,Boleto,99.9,Pendente
1030,2481,PIX,99.9,Pendente
1031,988,PIX,250.0,Pago
1032,3706,Cartão,250.0,Pago
1033,2639,Cartão,250.0,Pago
1034,3433,Boleto,99.9,Pendente
1035,3815,Cartão,150.0,Pendente
1036,2787,Boleto,150.0,Estornado
1037,41,Boleto,250.0,Estornado
1038,802,Boleto,99.9,Pago
1039,4899,Cartão,250.0,Estornado
1040,3216,Boleto,250.0,Estornado
1041,939,PIX,99.9,Pendente
1042,3769,Cartão,99.9,Pago
1043,1390,Cartão,250.0,Pendente
1044,1507,Cartão,150.0,Pendente
1045,2277,PIX,250.0,Pendente
1046,3243,PIX,250.0,Pago
1047,138,Boleto,99.9,Pendente
1048,99,Cartão,99.9,Pago
1049,2438,Cartão,250.0,Pendente
1050,2531,PIX,99.9,Estornado
1051,1126,PIX,250.0,Estornado
1052,1980,PIX,250.0,Pendente
1053,4515,Boleto,99.9,Pendente
1054,2041,PIX,150.0,Pendente
1055,3527,PIX,250.0,Estornado
1056,114,PIX,150.0,Pago
1057,828,PIX,99.9,Estornado
1058,1506,PIX,150.0,Pendente
1059,1287,Cartão,150.0,Estornado
1060,269,Cartão,99.9,Estornado
1061,3403,Cartão,150.0,Estornado
1062,3572,PIX,150.0,Pendente
1063,421,Boleto,250.0,Pago
1064,4929,PIX,99.9,Estornado
1065,2418,Cartão,99.9,Pendente
1066,1096,Cartão,250.0,Pendente
1067,3303,Boleto,250.0,Pendente
1068,681,PIX,250.0,Pendente
1069,80,PIX,150.0,Pago
1070,797,PIX,250.0,Estornado
1071,576,Cartão,99.9,Estornado
1072,252,Boleto,150.0,Estornado
1073,2525,Cartão,250.0,Pago
1074,4967,Boleto,99.9,Pendente
1075,4604,PIX,250.0,Pendente
1076,2511,Boleto,99.9,Pago
1077,2614,Boleto,150.0,Estornado
1078,4364,PIX,150.0,Pago
1079,2718,Cartão,99.9,Pendente
1080,4887,PIX,150.0,Pago
1081,4196,Cartão,250.0,Pendente
1082,2479,Boleto,150.0,Pago
1083,4305,Cartão,150.0,Pago
1084,1888,Boleto,150.0,Pendente
1085,937,Boleto,150.0,Pago
1086,2919,Boleto,99.9,Estornado
1087,3196,Boleto,99.9,Estornado
1088,3615,Boleto,250.0,Estornado
1089,875,Cartão,250.0,Estornado
1090,1896,PIX,150.0,Estornado
1091,2389,Cartão,250.0,Pago
1092,201,Cartão,150.0,Pago
1093,4086,Boleto,150.0,Pendente
1094,1324,PIX,99.9,Pago
1095,1503,Boleto,99.9,Pago
1096,4546,PIX,99.9,Estornado
1097,1796,Cartão,250.0,Pago
1098,1753,PIX,250.0,Pago
1099,579,Cartão,150.0,Pago
1100,766,Boleto,150.0,Estornado
1101,4274,Cartão,250.0,Pendente
1102,1401,Boleto,250.0,Pendente
1103,4692,PIX,150.0,Estornado
1104,2557,Cartão,150.0,Pago
1105,4621,PIX,250.0,Estornado
1106,1328,Cartão,150.0,Estornado
1107,966,Cartão,150.0,Pendente
1108,816,Cartão,250.0,Pago
1109,746,Cartão,150.0,Pendente
1110,1981,Boleto,150.0,Pendente
1111,4882,Boleto,99.9,Estornado
1112,2162,Cartão,150.0,Estornado
1113,4173,Cartão,99.9,Pendente
1114,4702,PIX,250.0,Pago
1115,3294,Cartão,150.0,Estornado
1116,2463,Cartão,99.9,Pago
1117,1432,Boleto,99.9,Pendente
1118,581,Boleto,150.0,Estornado
1119,2899,Cartão,99.9,Pendente
1120,4907,PIX,250.0,Pago
1121,885,Boleto,150.0,Pago
1122,1690,Boleto,99.9,Estornado
1123,1027,Cartão,150.0,Pendente
1124,2878,Cartão,250.0,Pago
1125,4389,Boleto,250.0,Estornado
1126,2,Cartão,250.0,Pendente
1127,4930,PIX,250.0,Pago
1128,197,Boleto,99.9,Pendente
1129,777,Boleto,150.0,Estornado
1130,2067,PIX,150.0,Pago
1131,3787,Cartão,99.9,Pendente
1132,1756,Boleto,150.0,Estornado
1133,859,Boleto,99.9,Pendente
1134,968,Cartão,150.0,Pago
1135,3523,Boleto,250.0,Pendente
1136,4058,Cartão,250.0,Estornado
1137,3561,Cartão,150.0,Pendente
1138,1085,Boleto,250.0,Pago
1139,1145,Cartão,150.0,Pago
1140,1456,Cartão,150.0,Pendente
1141,3389,PIX,250.0,Pendente
1142,3336,Boleto,150.0,Pago
1143,2299,Cartão,250.0,Estornado
1144,4053,Cartão,150.0,Pendente
1145,3063,PIX,250.0,Estornado
1146,111,Cartão,150.0,Pendente
1147,681,PIX,99.9,Pendente
1148,2759,Cartão,250.0,Pendente
1149,4782,Cartão,250.0,Pendente
1150,320,PIX,250.0,Pago
1151,104,PIX,150.0,Pendente
1152,4647,Boleto,250.0,Pago
1153,3345,Cartão,99.9,Pendente
1154,1490,Boleto,150.0,Pago
1155,2361,Boleto,250.0,Pendente
1156,4947,Cartão,99.9,Pendente
1157,4260,Boleto,150.0,Pago
1158,4190,Boleto,99.9,Estornado
1159,4899,Boleto,150.0,Pago
1160,2973,Cartão,150.0,Estornado
1161,4747,PIX,99.9,Pendente
1162,3487,PIX,150.0,Pago
1163,2138,Cartão,250.0,Pago
1164,2072,Boleto,250.0,Pendente
1165,3499,Cartão,99.9,Pendente
1166,4660,PIX,250.0,Estornado
1167,4477,Boleto,250.0,Pendente
1168,3900,Boleto,150.0,Pendente
1169,3441,Cartão,150.0,Pendente
1170,2847,Cartão,99.9,Pago
1171,4392,PIX,250.0,Pendente
1172,1251,Boleto,99.9,Pendente
1173,4433,PIX,99.9,Estornado
1174,2882,Boleto,250.0,Pago
1175,228,Boleto,250.0,Pendente
1176,2313,Cartão,250.0,Pago
1177,2829,Boleto,99.9,Pago
1178,3502,Cartão,150.0,Estornado
1179,3319,PIX,150.0,Pendente
1180,3987,Cartão,250.0,Pendente
1181,2949,PIX,99.9,Pendente
1182,3193,Boleto,250.0,Pago
1183,1123,PIX,150.0,Estornado
1184,1852,Cartão,99.9,Pendente
1185,2245,Cartão,250.0,Estornado
1186,3694,Cartão,150.0,Pendente
1187,3063,Cartão,150.0,Pendente
1188,4660,Boleto,250.0,Pago
1189,3623,Cartão,99.9,Pago
1190,4908,Boleto,250.0,Pago
1191,2920,PIX,150.0,Estornado
1192,1142,PIX,99.9,Pago
1193,4247,Cartão,250.0,Pago
1194,4249,Boleto,99.9,Pago
1195,4442,Cartão,99.9,Pago
1196,2140,PIX,250.0,Pago
1197,2572,Boleto,250.0,Pendente
1198,3839,Cartão,150.0,Pago
1199,4135,Boleto,99.9,Pago
1200,60,Boleto,250.0,Pendente
1201,1542,PIX,150.0,Pendente
1202,2030,Boleto,99.9,Estornado
1203,1879,Boleto,150.0,Pendente
1204,657,Boleto,250.0,Pendente
1205,3034,Cartão,99.9,Pago
1206,3906,Boleto,250.0,Pendente
1207,4649,PIX,150.0,Estornado
1208,3153,Boleto,250.0,Pago
1209,1749,Boleto,99.9,Pendente
1210,1161,Boleto,99.9,Pago
1211,3776,PIX,99.9,Pago
1212,935,Cartão,99.9,Pendente
1213,701,PIX,99.9,Pago
1214,3112,Boleto,150.0,Estornado
1215,4067,Boleto,150.0,Estornado
1216,2037,PIX,250.0,Pago
1217,4999,Boleto,99.9,Pendente
1218,4654,PIX,250.0,Pendente
1219,2954,Boleto,99.9,Pendente
1220,2695,Cartão,99.9,Pago
1221,4304,PIX,250.0,Estornado
1222,3883,Cartão,99.9,Estornado
1223,590,PIX,99.9,Estornado
1224,2288,Boleto,150.0,Pago
1225,1188,Boleto,250.0,Estornado
1226,1238,Cartão,99.9,Estornado
1227,115,PIX,99.9,Pendente
1228,434,Boleto,150.0,Pendente
1229,2531,Boleto,250.0,Estornado
1230,4674,Cartão,250.0,Pendente
1231,1269,Cartão,150.0,Pendente
1232,1714,PIX,250.0,Estornado
1233,4672,Cartão,250.0,Estornado
1234,1534,PIX,99.9,Estornado
1235,4444,Cartão,99.9,Pendente
1236,3978,Boleto,99.9,Pendente
1237,4009,Cartão,250.0,Pago
1238,839,Boleto,99.9,Pago
1239,4580,Cartão,99.9,Pago
1240,2740,Boleto,150.0,Pago
1241,2279,Cartão,150.0,Pendente
1242,1336,Cartão,250.0,Pendente
1243,3092,PIX,99.9,Estornado
1244,459,Boleto,250.0,Pago
1245,4179,PIX,99.9,Estornado
1246,2769,Boleto,99.9,Pago
1247,2591,Cartão,250.0,Pendente
1248,2423,PIX,99.9,Estornado
1249,3797,PIX,250.0,Pago
1250,4651,Cartão,250.0,Estornado
1251,3375,PIX,150.0,Estornado
1252,705,Boleto,250.0,Pago
1253,1167,PIX,99.9,Estornado
1254,4041,PIX,150.0,Estornado
1255,4277,PIX,99.9,Pendente
1256,4745,Boleto,99.9,Estornado
1257,4437,Cartão,99.9,Pendente
1258,2119,PIX,99.9,Pago
1259,2808,PIX,250.0,Estornado
1260,3967,Cartão,250.0,Pago
1261,4146,PIX,150.0,Pago
1262,1213,Cartão,250.0,Pago
1263,4230,Cartão,150.0,Pendente
1264,4559,PIX,150.0,Pendente
1265,349,PIX,250.0,Pago
1266,1224,PIX,250.0,Estornado
1267,4674,PIX,250.0,Pago
1268,3868,Cartão,150.0,Pendente
1269,4937,Boleto,250.0,Pago
1270,1237,Cartão,99.9,Pago
1271,682,Cartão,250.0,Pago
1272,1127,Cartão,150.0,Estornado
1273,4989,Cartão,250.0,Estornado
1274,2397,Cartão,99.9,Pago
1275,2959,PIX,99.9,Pendente
1276,203,Boleto,250.0,Estornado
1277,2779,Cartão,150.0,Pago
1278,2233,Boleto,250.0,Pago
1279,1635,PIX,99.9,Pendente
1280,3109,Boleto,250.0,Pago
1281,198,Boleto,150.0,Estornado
1282,3496,PIX,250.0,Estornado
1283,1661,PIX,250.0,Pendente
1284,3548,PIX,99.9,Pago
1285,3841,Cartão,99.9,Pendente
1286,1297,PIX,250.0,Estornado
1287,4348,Cartão,250.0,Pago
1288,2037,Boleto,250.0,Pendente
1289,248,Cartão,150.0,Pago
1290,3091,Boleto,99.9,Estornado
1291,1499,PIX,99.9,Pendente
1292,3859,PIX,99.9,Estornado
1293,1880,Boleto,150.0,Pendente
1294,261,Boleto,250.0,Pago
1295,1584,Cartão,150.0,Pendente
1296,3911,PIX,99.9,Estornado
1297,511,Cartão,99.9,Estornado
1298,220,PIX,99.9,Pago
1299,4266,Boleto,250.0,Pendente
1300,1925,Cartão,150.0,Pendente
1301,4378,PIX,99.9,Pendente
1302,2272,Cartão,150.0,Estornado
1303,3747,Boleto,99.9,Pendente
1304,4082,Boleto,150.0,Pendente
1305,3778,PIX,99.9,Estornado
1306,500,PIX,150.0,Estornado
1307,1319,PIX,150.0,Pago
1308,4908,Boleto,99.9,Pendente
1309,1960,Cartão,150.0,Pago
1310,3637,Boleto,250.0,Estornado
1311,1219,Cartão,99.9,Pendente
1312,4880,PIX,99.9,Pendente
1313,1934,Cartão,250.0,Pago
1314,4995,Cartão,250.0,Estornado
1315,2737,Boleto,99.9,Estornado
1316,3975,Cartão,150.0,Estornado
1317,514,Boleto,99.9,Pago
1318,3945,PIX,99.9,Pendente
1319,41,PIX,250.0,Pago
1320,3616,Cartão,250.0,Pendente
1321,4261,Cartão,250.0,Pago
1322,1571,Boleto,99.9,Pendente
1323,4114,PIX,99.9,Pago
1324,3721,PIX,150.0,Pago
1325,1787,Boleto,150.0,Pendente
1326,1223,Cartão,250.0,Pago
1327,4268,Boleto,99.9,Pendente
1328,2004,Cartão,250.0,Pendente
1329,4597,Boleto,150.0,Pendente
1330,1787,PIX,150.0,Pendente
1331,460,Cartão,250.0,Estornado
1332,4154,Boleto,150.0,Estornado
1333,425,PIX,99.9,Pago
1334,155,Cartão,99.9,Pendente
1335,1539,Cartão,99.9,Pago
1336,1727,Boleto,250.0,Pago
1337,4832,Boleto,250.0,Pendente
1338,2039,PIX,99.9,Pendente
1339,1627,PIX,250.0,Estornado
1340,4879,Boleto,150.0,Estornado
1341,2943,Cartão,99.9,Pago
1342,329,Boleto,99.9,Estornado
1343,524,Boleto,250.0,Estornado
1344,3021,Cartão,250.0,Pago
1345,2762,Cartão,150.0,Pago
1346,2415,Boleto,99.9,Pendente
1347,770,PIX,250.0,Estornado
1348,3576,Cartão,150.0,Estornado
1349,4575,PIX,99.9,Pendente
1350,2279,Boleto,250.0,Pago
1351,1486,Cartão,99.9,Pago
1352,2183,Boleto,99.9,Pago
1353,4590,Cartão,250.0,Estornado
1354,597,PIX,150.0,Pendente
1355,4314,Cartão,99.9,Pago
1356,3183,PIX,150.0,Pago
1357,2416,PIX,250.0,Pendente
1358,570,PIX,250.0,Pago
1359,1689,Boleto,99.9,Pago
1360,3910,Cartão,250.0,Estornado
1361,3648,Cartão,250.0,Estornado
1362,2886,Boleto,150.0,Pendente
1363,4577,Cartão,250.0,Estornado
1364,1891,Cartão,250.0,Estornado
1365,4381,Cartão,250.0,Pago
1366,3420,Cartão,250.0,Pago
1367,1447,Cartão,150.0,Pendente
1368,2433,Boleto,250.0,Pago
1369,2314,PIX,150.0,Pago
1370,1885,Cartão,99.9,Pendente
1371,2090,Cartão,150.0,Pago
1372,2010,PIX,99.9,Estornado
1373,1777,Boleto,250.0,Estornado
1374,1867,Cartão,150.0,Pendente
1375,1218,PIX,99.9,Pago
1376,2861,Cartão,250.0,Pendente
1377,3977,Boleto,250.0,Pago
1378,761,PIX,99.9,Estornado
1379,2990,Cartão,150.0,Pendente
1380,4627,Cartão,150.0,Estornado
1381,2439,PIX,99.9,Pendente
1382,1364,PIX,99.9,Pago
1383,1586,PIX,99.9,Pago
1384,2623,Boleto,250.0,Pendente
1385,822,PIX,99.9,Estornado
1386,1422,Boleto,99.9,Pago
1387,1837,Boleto,99.9,Estornado
1388,2826,Cartão,150.0,Pago
1389,4935,PIX,99.9,Estornado
1390,3791,Boleto,150.0,Pendente
1391,4002,Cartão,150.0,Pendente
1392,4360,Boleto,150.0,Pendente
1393,4632,PIX,150.0,Pendente
1394,2522,Boleto,250.0,Estornado
1395,1681,PIX,150.0,Pendente
1396,3494,Cartão,99.9,Pago
1397,2473,Cartão,250.0,Estornado
1398,1007,Cartão,250.0,Pendente
1399,437,PIX,250.0,Estornado
1400,4604,Boleto,150.0,Pendente
1401,2841,Cartão,150.0,Pago
1402,4820,Boleto,150.0,Estornado
1403,247,Cartão,150.0,Estornado
1404,3254,PIX,150.0,Pendente
1405,58,Cartão,250.0,Estornado
1406,81,Boleto,150.0,Estornado
1407,3586,Boleto,250.0,Estornado
1408,3019,Boleto,150.0,Estornado
1409,1715,PIX,250.0,Pendente
1410,2980,Cartão,150.0,Estornado
1411,2783,PIX,150.0,Pendente
1412,2940,Boleto,99.9,Estornado
1413,4200,Cartão,250.0,Pago
1414,3140,Cartão,99.9,Pago
1415,2832,Cartão,99.9,Pendente
1416,4953,Boleto,99.9,Estornado
1417,1658,Boleto,250.0,Estornado
1418,4725,Boleto,250.0,Estornado
1419,1102,Boleto,150.0,Pago
1420,3056,Cartão,250.0,Pendente
1421,437,Cartão,99.9,Pago
1422,3298,Cartão,250.0,Pendente
1423,740,PIX,99.9,Estornado
1424,1123,Cartão,150.0,Pago
1425,1257,PIX,250.0,Pago
1426,1826,PIX,99.9,Estornado
1427,4178,Boleto,99.9,Estornado
1428,2467,Cartão,250.0,Estornado
1429,4263,PIX,150.0,Estornado
1430,2295,Cartão,150.0,Pago
1431,1805,Boleto,250.0,Pago
1432,3208,PIX,99.9,Pago
1433,3295,PIX,99.9,Pago
1434,1125,Boleto,150.0,Estornado
1435,3221,PIX,150.0,Pendente
1436,2924,Cartão,250.0,Pendente
1437,438,Boleto,250.0,Estornado
1438,3737,PIX,99.9,Pendente
1439,820,PIX,250.0,Estornado
1440,3912,PIX,99.9,Estornado
1441,750,PIX,99.9,Pendente
1442,2463,Cartão,150.0,Pago
1443,452,Cartão,99.9,Pago
1444,389,PIX,99.9,Estornado
1445,4096,Cartão,99.9,Pago
1446,2716,PIX,99.9,Pendente
1447,4417,Boleto,150.0,Pendente
1448,4537,Cartão,250.0,Estornado
1449,2650,Boleto,99.9,Estornado
1450,470,Boleto,99.9,Pago
1451,2397,Boleto,150.0,Pago
1452,1322,PIX,250.0,Estornado
1453,1409,Cartão,150.0,Pago
1454,469,PIX,250.0,Pendente
1455,3828,PIX,99.9,Pago
1456,796,Cartão,99.9,Estornado
1457,2000,Cartão,99.9,Pendente
1458,3261,Cartão,250.0,Pendente
1459,3950,Cartão,250.0,Estornado
1460,107,Boleto,250.0,Estornado
1461,3342,PIX,250.0,Pendente
1462,4676,Cartão,250.0,Pendente
1463,3690,Boleto,99.9,Pago
1464,925,Boleto,150.0,Pendente
1465,2412,Boleto,150.0,Estornado
1466,1555,Cartão,99.9,Pago
1467,4,Boleto,250.0,Pendente
1468,4256,Boleto,250.0,Pago
1469,22,Cartão,99.9,Pago
1470,4304,PIX,250.0,Estornado
1471,3168,Boleto,250.0,Estornado
1472,2177,Boleto,250.0,Pago
1473,4588,Boleto,250.0,Pendente
1474,1138,Cartão,150.0,Pendente
1475,3703,PIX,150.0,Estornado
1476,3963,Boleto,250.0,Pendente
1477,4855,Cartão,250.0,Pendente
1478,1319,PIX,250.0,Estornado
1479,1996,PIX,150.0,Pago
1480,1209,Cartão,250.0,Estornado
1481,4880,Boleto,250.0,Pago
1482,173,PIX,150.0,Estornado
1483,3331,PIX,99.9,Estornado
1484,3719,Boleto,150.0,Pendente
1485,1090,PIX,250.0,Pago
1486,1213,PIX,250.0,Pago
1487,4969,Boleto,99.9,Estornado
1488,4932,PIX,150.0,Pago
1489,2339,Cartão,150.0,Pendente
1490,3940,Boleto,150.0,Pendente
1491,2586,Cartão,250.0,Pendente
1492,4663,Cartão,99.9,Pago
1493,1190,PIX,99.9,Pago
1494,1282,Boleto,250.0,Pendente
1495,4497,Cartão,150.0,Estornado
1496,3856,Cartão,99.9,Pago
1497,3895,Cartão,250.0,Estornado
1498,2764,Cartão,150.0,Pendente
1499,237,Boleto,250.0,Pendente
1500,1103,Cartão,250.0,Estornado
1501,2123,PIX,99.9,Estornado
1502,146,Boleto,99.9,Pendente
1503,1100,Boleto,250.0,Pago
1504,1264,Boleto,250.0,Pago
1505,1065,Cartão,250.0,Pago
1506,1156,PIX,250.0,Pago
1507,3480,Boleto,150.0,Pago
1508,3032,Cartão,250.0,Pago
1509,2475,Boleto,150.0,Pendente
