entrega_id,pedido_id,transportadora,data_envio,data_entrega,frete
1161,66,LogX,2025-03-29,2025-04-02,-5
1162,3401,Correios,2025-02-25,2025-03-04,-5
1163,3822,LogX,2025-01-04,2025-01-08,-5
1164,1528,Correios,2025-03-22,2025-03-26,-5
1165,2933,LogX,2025-03-16,2025-03-14,20
1166,4718,Correios,2025-03-01,2025-03-06,20
1167,3754,Correios,2025-04-02,2025-04-09,20
1168,423,LogX,2025-03-10,2025-03-11,-5
1169,4179,LogX,2025-05-04,2025-05-11,35
1170,2902,LogX,2025-02-28,2025-03-10,20
1171,3238,Correios,2025-04-08,2025-04-16,35
1172,3005,LogX,2025-04-25,2025-04-30,-5
1173,504,Correios,2025-06-08,2025-06-07,35
1174,3676,Correios,2025-04-02,2025-04-03,-5
1175,1237,LogX,2025-06-30,2025-06-30,20
1176,23,Correios,2025-06-07,2025-06-08,20
1177,3574,LogX,2025-04-06,2025-04-08,-5
1178,4447,LogX,2025-06-22,2025-07-02,20
1179,1707,LogX,2025-05-18,2025-05-19,35
1180,963,Correios,2025-03-22,2025-03-21,20
1181,2767,Correios,2025-05-23,2025-05-22,20
1182,3795,LogX,2025-04-17,2025-04-18,20
1183,499,LogX,2025-02-26,2025-03-03,-5
1184,3449,LogX,2025-06-28,2025-06-28,20
1185,2055,LogX,2025-03-24,2025-03-30,20
1186,2419,LogX,2025-02-15,2025-02-22,20
1187,2537,LogX,2025-05-14,2025-05-12,35
1188,2263,Correios,2025-01-19,2025-01-28,35
1189,3230,Correios,2025-04-07,2025-04-13,35
1190,859,LogX,2025-02-11,2025-02-13,20
1191,2346,LogX,2025-02-08,2025-02-07,35
1192,3848,LogX,2025-06-01,2025-06-04,-5
1193,4804,LogX,2025-04-06,2025-04-05,-5
1194,187,LogX,2025-03-21,2025-03-25,35
1195,3766,LogX,2025-03-23,2025-03-27,-5
1196,3213,LogX,2025-03-26,2025-03-25,-5
1197,3427,LogX,2025-05-07,2025-05-05,-5
1198,2296,Correios,2025-03-03,2025-03-07,35
1199,603,LogX,2025-04-07,2025-04-05,-5
1200,3632,Correios,2025-05-28,2025-05-29,20
1201,3785,Correios,2025-06-23,2025-07-03,20
1202,2924,LogX,2025-01-29,2025-02-01,35
1203,2114,Correios,2025-05-04,2025-05-09,20
1204,4973,LogX,2025-03-28,2025-04-07,35
1205,1282,Correios,2025-04-12,2025-04-16,-5
1206,3307,Correios,2025-04-27,2025-04-25,35
1207,2816,LogX,2025-06-27,2025-07-03,35
1208,3880,Correios,2025-03-10,2025-03-16,35
1209,1506,LogX,2025-06-30,2025-06-29,20
1210,2892,Correios,2025-06-19,2025-06-20,-5
1211,4527,LogX,2025-02-05,2025-02-04,20
1212,4444,Correios,2025-03-11,2025-03-10,20
1213,3905,LogX,2025-05-03,2025-05-04,20
1214,1891,Correios,2025-01-21,2025-01-26,-5
1215,3008,Correios,2025-05-21,2025-05-24,35
1216,1565,Correios,2025-04-04,2025-04-13,-5
1217,2436,Correios,2025-01-07,2025-01-15,-5
1218,3087,Correios,2025-04-16,2025-04-18,20
1219,2943,LogX,2025-03-02,2025-03-02,-5
1220,3102,Correios,2025-05-06,2025-05-13,-5
1221,531,Correios,2025-04-12,2025-04-10,20
1222,3623,LogX,2025-04-15,2025-04-18,35
1223,3460,LogX,2025-05-13,2025-05-15,20
1224,3771,LogX,2025-04-18,2025-04-18,35
1225,1587,LogX,2025-01-01,2025-01-10,-5
1226,632,LogX,2025-04-15,2025-04-23,-5
1227,4604,Correios,2025-02-14,2025-02-16,-5
1228,3096,LogX,2025-01-03,2025-01-08,-5
1229,3770,LogX,2025-06-26,2025-07-02,20
1230,378,Correios,2025-03-17,2025-03-16,-5
1231,1176,Correios,2025-01-14,2025-01-21,20
1232,1407,Correios,2025-06-16,2025-06-22,35
1233,4270,LogX,2025-03-20,2025-03-28,35
1234,751,LogX,2025-02-08,2025-02-11,35
1235,2359,Correios,2025-04-16,2025-04-24,-5
1236,4129,LogX,2025-02-20,2025-02-21,35
1237,3566,Correios,2025-05-05,2025-05-13,-5
1238,3938,LogX,2025-02-28,2025-03-05,-5
1239,965,Correios,2025-04-25,2025-04-26,-5
1240,3617,LogX,2025-02-11,2025-02-18,35
1241,865,LogX,2025-02-10,2025-02-13,20
1242,4032,LogX,2025-02-08,2025-02-15,20
1243,4944,LogX,2025-05-02,2025-05-12,20
1244,4034,LogX,2025-03-23,2025-03-24,-5
1245,3064,LogX,2025-03-05,2025-03-08,20
1246,2383,Correios,2025-06-02,2025-06-08,-5
1247,851,LogX,2025-05-30,2025-06-01,-5
1248,570,LogX,2025-02-12,2025-02-22,35
1249,4431,Correios,2025-02-19,2025-02-26,-5
1250,1445,LogX,2025-04-02,2025-04-05,20
1251,1781,LogX,2025-05-09,2025-05-08,20
1252,3301,Correios,2025-03-03,2025-03-13,35
1253,1000,Correios,2025-05-19,2025-05-24,-5
1254,3943,Correios,2025-04-21,2025-04-26,35
1255,1394,LogX,2025-03-10,2025-03-15,20
1256,886,LogX,2025-06-09,2025-06-17,35
1257,4681,Correios,2025-01-17,2025-01-16,20
1258,251,LogX,2025-03-12,2025-03-17,-5
1259,2055,Correios,2025-02-25,2025-03-06,-5
1260,3711,Correios,2025-04-01,2025-04-08,-5
1261,4870,Correios,2025-02-19,2025-02-23,35
1262,2671,LogX,2025-01-19,2025-01-25,20
1263,2107,LogX,2025-01-23,2025-01-22,35
1264,1832,Correios,2025-01-19,2025-01-22,20
1265,2658,LogX,2025-01-28,2025-01-29,-5
1266,1249,LogX,2025-01-01,2025-01-11,-5
1267,1696,Correios,2025-03-30,2025-04-03,20
1268,1770,LogX,2025-06-25,2025-06-24,-5
1269,4841,Correios,2025-05-12,2025-05-22,35
1270,53,LogX,2025-05-30,2025-06-09,20
1271,3442,Correios,2025-06-23,2025-06-21,-5
1272,3596,LogX,2025-03-29,2025-04-05,35
1273,4547,LogX,2025-04-16,2025-04-19,20
1274,375,LogX,2025-05-23,2025-05-28,35
1275,1554,LogX,2025-03-19,2025-03-17,-5
1276,4189,LogX,2025-02-02,2025-02-11,35
1277,3035,Correios,2025-04-02,2025-04-01,20
1278,441,LogX,2025-03-12,2025-03-11,20
1279,732,Correios,2025-06-27,2025-07-06,-5
1280,2362,LogX,2025-03-31,2025-03-31,35
1281,3854,LogX,2025-06-06,2025-06-10,35
1282,232,LogX,2025-05-13,2025-05-16,35
1283,3888,Correios,2025-03-30,2025-04-09,-5
1284,3277,LogX,2025-03-24,2025-03-27,35
1285,4228,Correios,2025-01-12,2025-01-16,20
1286,1144,LogX,2025-02-11,2025-02-12,-5
1287,4297,LogX,2025-05-24,2025-05-27,-5
1288,293,Correios,2025-05-17,2025-05-19,-5
1289,2134,Correios,2025-04-02,2025-04-03,35
1290,4375,Correios,2025-03-24,2025-03-25,20
1291,2847,Correios,2025-06-28,2025-06-30,35
1292,3529,LogX,2025-05-28,2025-06-02,35
1293,698,LogX,2025-05-30,2025-06-04,-5
1294,4319,Correios,2025-01-04,2025-01-06,35
1295,1627,Correios,2025-03-22,2025-03-22,20
1296,48,Correios,2025-01-25,2025-02-03,35
1297,3400,LogX,2025-02-10,2025-02-19,-5
1298,1842,Correios,2025-06-16,2025-06-18,35
1299,2480,Correios,2025-05-04,2025-05-05,-5
1300,2920,Correios,2025-06-14,2025-06-14,35
1301,2389,LogX,2025-03-14,2025-03-16,20
1302,3435,LogX,2025-01-27,2025-02-03,-5
1303,3233,Correios,2025-05-01,2025-05-11,20
1304,838,Correios,2025-06-01,2025-06-01,35
1305,1862,Correios,2025-06-09,2025-06-17,-5
1306,2045,LogX,2025-03-27,2025-03-28,35
1307,2568,LogX,2025-05-21,2025-05-25,-5
1308,3688,Correios,2025-06-24,2025-06-25,35
1309,3183,Correios,2025-01-06,2025-01-08,35
1310,800,LogX,2025-02-13,2025-02-20,35
1311,2455,LogX,2025-03-19,2025-03-22,20
1312,1152,LogX,2025-05-22,2025-05-28,35
1313,3612,Correios,2025-05-19,2025-05-19,35
1314,138,Correios,2025-05-16,2025-05-26,20
1315,2941,LogX,2025-03-16,2025-03-24,35
1316,4028,LogX,2025-06-19,2025-06-17,35
1317,4743,Correios,2025-06-02,2025-06-02,-5
1318,4371,LogX,2025-01-30,2025-01-30,-5
1319,2694,LogX,2025-05-12,2025-05-22,35
1320,101,LogX,2025-05-09,2025-05-09,-5
1321,4418,LogX,2025-04-03,2025-04-13,20
1322,826,Correios,2025-03-24,2025-03-26,35
1323,1169,Correios,2025-04-19,2025-04-23,-5
1324,622,LogX,2025-03-10,2025-03-18,35
1325,1291,Correios,2025-06-09,2025-06-19,35
1326,1658,LogX,2025-04-11,2025-04-14,20
1327,2502,Correios,2025-06-29,2025-06-30,-5
1328,2751,LogX,2025-04-05,2025-04-11,20
1329,2647,Correios,2025-06-03,2025-06-08,35
1330,4573,LogX,2025-02-22,2025-02-21,35
1331,4045,Correios,2025-02-13,2025-02-13,35
1332,3873,Correios,2025-03-24,2025-03-23,-5
1333,2700,Correios,2025-02-27,2025-03-06,35
1334,1829,Correios,2025-01-01,2025-01-11,35
1335,2535,Correios,2025-05-31,2025-05-31,35
1336,4900,LogX,2025-04-16,2025-04-19,20
1337,3169,LogX,2025-06-23,2025-07-01,35
1338,696,LogX,2025-01-16,2025-01-22,-5
1339,3183,LogX,2025-04-10,2025-04-12,20
1340,51,LogX,2025-02-03,2025-02-11,35
1341,3579,LogX,2025-02-04,2025-02-08,-5
1342,187,LogX,2025-05-28,2025-06-05,20
1343,3983,Correios,2025-06-15,2025-06-15,35
1344,3485,LogX,2025-01-09,2025-01-15,-5
1345,116,Correios,2025-03-11,2025-03-09,20
1346,3022,Correios,2025-04-30,2025-05-09,20
1347,38,Correios,2025-04-15,2025-04-15,20
1348,4423,LogX,2025-01-06,2025-01-06,20
1349,2676,LogX,2025-02-16,2025-02-25,20
1350,1081,Correios,2025-01-14,2025-01-24,20
1351,3774,LogX,2025-04-18,2025-04-21,-5
1352,3938,LogX,2025-06-16,2025-06-18,35
1353,2623,Correios,2025-04-28,2025-04-27,35
1354,675,Correios,2025-05-25,2025-05-30,35
1355,1648,Correios,2025-05-20,2025-05-19,-5
1356,928,LogX,2025-06-30,2025-07-06,20
1357,1781,LogX,2025-06-16,2025-06-20,-5
1358,2036,Correios,2025-04-20,2025-04-25,35
1359,2274,Correios,2025-03-19,2025-03-18,35
1360,4727,Correios,2025-05-26,2025-06-04,20
1361,121,Correios,2025-02-11,2025-02-14,35
1362,3118,Correios,2025-05-28,2025-06-02,20
1363,2703,LogX,2025-03-31,2025-03-31,35
1364,3142,Correios,2025-04-01,2025-04-05,35
1365,2886,Correios,2025-02-08,2025-02-18,20
1366,2616,Correios,2025-05-25,2025-05-27,-5
1367,2438,Correios,2025-05-27,2025-05-26,20
1368,1068,Correios,2025-01-27,2025-02-03,35
1369,2463,LogX,2025-02-11,2025-02-21,-5
1370,1127,Correios,2025-05-07,2025-05-15,20
1371,3007,Correios,2025-03-13,2025-03-15,20
1372,3021,Correios,2025-01-26,2025-02-01,-5
1373,2342,Correios,2025-01-26,2025-01-27,-5
1374,4023,LogX,2025-04-23,2025-04-29,35
1375,240,Correios,2025-05-31,2025-05-31,20
1376,368,LogX,2025-02-12,2025-02-20,20
1377,4139,LogX,2025-04-29,2025-05-09,20
1378,1350,LogX,2025-06-10,2025-06-18,-5
1379,884,LogX,2025-04-08,2025-04-09,20
1380,1338,LogX,2025-05-25,2025-05-31,-5
1381,314,Correios,2025-05-05,2025-05-11,20
1382,3407,Correios,2025-04-29,2025-05-07,20
1383,2567,LogX,2025-03-01,2025-03-04,20
1384,878,Correios,2025-02-23,2025-02-24,35
1385,2338,LogX,2025-05-03,2025-05-01,35
1386,791,LogX,2025-01-17,2025-01-22,-5
1387,3227,LogX,2025-06-21,2025-06-29,-5
1388,273,LogX,2025-06-13,2025-06-19,35
1389,915,Correios,2025-06-23,2025-07-01,20
1390,1494,LogX,2025-01-14,2025-01-23,35
1391,2901,LogX,2025-06-19,2025-06-23,20
1392,3218,Correios,2025-04-04,2025-04-03,20
1393,4668,Correios,2025-01-28,2025-02-07,20
1394,3953,LogX,2025-05-02,2025-04-30,20
1395,2118,Correios,2025-06-04,2025-06-07,20
1396,2030,Correios,2025-04-21,2025-04-21,-5
1397,2633,Correios,2025-06-27,2025-07-07,20
1398,4701,LogX,2025-04-06,2025-04-06,-5
1399,1876,LogX,2025-05-16,2025-05-20,20
1400,2831,Correios,2025-06-29,2025-06-29,-5
1401,1964,Correios,2025-05-30,2025-05-31,-5
1402,1782,Correios,2025-05-01,2025-05-08,-5
1403,498,Correios,2025-05-15,2025-05-21,35
1404,3086,LogX,2025-02-12,2025-02-15,35
1405,2446,LogX,2025-02-22,2025-02-28,20
1406,3917,LogX,2025-03-01,2025-03-06,20
1407,1877,Correios,2025-02-15,2025-02-14,-5
1408,4584,LogX,2025-01-23,2025-01-22,-5
1409,2227,LogX,2025-05-01,2025-05-10,-5
1410,3164,LogX,2025-06-28,2025-06-28,35
1411,1069,LogX,2025-02-19,2025-02-20,-5
1412,4645,Correios,2025-05-04,2025-05-12,-5
1413,2731,Correios,2025-01-30,2025-02-04,-5
1414,383,Correios,2025-06-22,2025-06-21,-5
1415,3728,LogX,2025-04-04,2025-04-02,35
1416,2727,Correios,2025-02-11,2025-02-14,-5
1417,223,Correios,2025-02-16,2025-02-21,35
1418,2707,LogX,2025-05-17,2025-05-27,20
1419,1468,Correios,2025-03-19,2025-03-24,-5
1420,2601,Correios,2025-01-29,2025-01-31,20
1421,1470,LogX,2025-06-07,2025-06-12,35
1422,256,LogX,2025-06-03,2025-06-08,35
1423,1917,LogX,2025-06-15,2025-06-22,-5
1424,3732,LogX,2025-03-31,2025-04-06,-5
1425,380,Correios,2025-02-23,2025-02-28,35
1426,3865,Correios,2025-03-06,2025-03-04,20
1427,3615,LogX,2025-03-04,2025-03-13,20
1428,2770,Correios,2025-03-02,2025-02-28,-5
1429,4882,LogX,2025-02-17,2025-02-17,-5
1430,2138,LogX,2025-06-10,2025-06-11,35
1431,3982,LogX,2025-06-27,2025-07-04,20
1432,1084,LogX,2025-01-27,2025-01-25,20
1433,3695,LogX,2025-06-12,2025-06-15,-5
1434,3084,Correios,2025-04-03,2025-04-06,-5
1435,4151,Correios,2025-04-12,2025-04-12,-5
1436,1521,Correios,2025-01-20,2025-01-24,20
1437,2854,Correios,2025-03-10,2025-03-20,20
1438,4469,LogX,2025-06-19,2025-06-22,35
1439,1392,LogX,2025-02-20,2025-03-01,35
1440,4998,LogX,2025-01-20,2025-01-29,-5
1441,2085,Correios,2025-06-17,2025-06-27,-5
1442,2266,LogX,2025-01-17,2025-01-26,35
1443,171,LogX,2025-06-08,2025-06-15,-5
1444,610,Correios,2025-02-14,2025-02-12,-5
1445,1656,Correios,2025-03-22,2025-03-29,20
1446,2432,LogX,2025-03-20,2025-03-25,-5
1447,3535,Correios,2025-06-19,2025-06-26,20
1448,3768,LogX,2025-01-23,2025-01-26,35
1449,1498,Correios,2025-01-09,2025-01-12,35
1450,1891,Correios,2025-03-12,2025-03-15,35
1451,1328,LogX,2025-05-09,2025-05-17,35
1452,1684,Correios,2025-03-03,2025-03-01,-5
1453,2267,Correios,2025-02-14,2025-02-20,35
1454,711,Correios,2025-05-14,2025-05-17,20
1455,4554,Correios,2025-04-21,2025-04-25,35
1456,4502,LogX,2025-02-03,2025-02-05,20
1457,984,LogX,2025-01-18,2025-01-17,-5
1458,2596,LogX,2025-06-13,2025-06-12,20
1459,1993,LogX,2025-06-01,2025-05-31,35
1460,817,Correios,2025-05-30,2025-06-09,20
1461,3672,Correios,2025-03-22,2025-03-30,-5
1462,3072,LogX,2025-02-02,2025-02-06,20
1463,4598,Correios,2025-06-21,2025-06-22,35
1464,2032,LogX,2025-01-06,2025-01-13,20
1465,2718,LogX,2025-04-12,2025-04-17,-5
1466,103,Correios,2025-02-17,2025-02-25,20
1467,738,LogX,2025-05-20,2025-05-21,20
1468,246,Correios,2025-01-07,2025-01-15,-5
1469,3325,LogX,2025-01-13,2025-01-23,35
1470,1170,Correios,2025-01-20,2025-01-22,35
1471,1635,LogX,2025-01-03,2025-01-13,-5
1472,2734,Correios,2025-03-31,2025-04-02,35
1473,4790,LogX,2025-06-28,2025-07-05,-5
1474,660,LogX,2025-03-13,2025-03-21,20
1475,3041,LogX,2025-02-10,2025-02-10,-5
1476,1115,Correios,2025-03-08,2025-03-08,35
1477,4675,Correios,2025-05-20,2025-05-21,35
1478,2625,LogX,2025-01-20,2025-01-27,-5
1479,823,Correios,2025-03-12,2025-03-11,20
1480,4080,Correios,2025-02-24,2025-03-04,20
1481,64,Correios,2025-03-08,2025-03-16,35
1482,2486,LogX,2025-02-02,2025-02-02,20
1483,367,LogX,2025-06-27,2025-06-29,-5
1484,2290,LogX,2025-02-26,2025-03-06,35
1485,1227,LogX,2025-02-28,2025-02-26,-5
1486,2840,LogX,2025-05-20,2025-05-29,35
1487,4082,LogX,2025-06-17,2025-06-18,35
1488,3099,LogX,2025-01-02,2025-01-09,-5
1489,4403,Correios,2025-04-29,2025-04-28,35
1490,4090,Correios,2025-06-02,2025-06-12,-5
1491,1128,Correios,2025-02-12,2025-02-18,-5
1492,3517,Correios,2025-04-05,2025-04-12,-5
1493,4898,Correios,2025-03-14,2025-03-19,-5
1494,3142,LogX,2025-02-08,2025-02-07,35
1495,3777,Correios,2025-02-17,2025-02-26,-5
1496,2534,LogX,2025-04-10,2025-04-12,20
1497,2598,LogX,2025-02-16,2025-02-15,20
1498,2524,Correios,2025-05-22,2025-05-30,35
1499,1323,LogX,2025-05-17,2025-05-15,20
1500,234,Correios,2025-03-23,2025-03-29,-5
1501,3010,Correios,2025-03-31,2025-04-04,20
1502,510,LogX,2025-02-09,2025-02-19,35
1503,271,Correios,2025-01-16,2025-01-22,35
1504,454,LogX,2025-01-12,2025-01-20,20
1505,4796,LogX,2025-05-16,2025-05-17,35
1506,4575,Correios,2025-06-07,2025-06-09,20
1507,418,LogX,2025-04-17,2025-04-15,20
1508,412,Correios,2025-04-08,2025-04-15,20
1509,1160,Correios,2025-01-28,2025-02-07,35
1510,4865,LogX,2025-03-06,2025-03-08,35
1511,2489,LogX,2025-06-17,2025-06-16,35
1512,3765,LogX,2025-02-16,2025-02-21,35
1513,580,LogX,2025-05-25,2025-06-02,35
1514,359,Correios,2025-01-19,2025-01-28,20
1515,4224,LogX,2025-03-31,2025-04-09,-5
1516,636,Correios,2025-04-09,2025-04-08,-5
1517,2599,Correios,2025-06-28,2025-07-03,35
1518,3753,LogX,2025-03-28,2025-04-04,35
1519,1623,LogX,2025-01-12,2025-01-15,20
1520,2089,LogX,2025-03-14,2025-03-16,35
1521,2934,Correios,2025-04-04,2025-04-13,-5
1522,1889,LogX,2025-06-09,2025-06-17,20
1523,3389,LogX,2025-01-21,2025-01-21,-5
1524,4982,Correios,2025-05-15,2025-05-20,20
1525,2217,LogX,2025-06-22,2025-06-21,-5
1526,2036,LogX,2025-02-23,2025-02-25,20
1527,1036,LogX,2025-06-14,2025-06-14,20
1528,2816,LogX,2025-04-30,2025-04-28,-5
1529,1899,Correios,2025-05-07,2025-05-09,-5
1530,1408,Correios,2025-02-04,2025-02-11,20
1531,315,LogX,2025-04-09,2025-04-17,35
1532,354,Correios,2025-01-20,2025-01-22,20
1533,4852,LogX,2025-01-08,2025-01-16,35
1534,4734,LogX,2025-01-11,2025-01-11,35
1535,2507,Correios,2025-06-11,2025-06-16,35
1536,3468,LogX,2025-04-02,2025-04-01,35
1537,607,Correios,2025-02-20,2025-02-27,-5
1538,4075,Correios,2025-01-16,2025-01-21,-5
1539,2996,LogX,2025-05-28,2025-06-04,35
1540,2431,Correios,2025-01-21,2025-01-19,-5
1541,227,Correios,2025-05-10,2025-05-10,-5
1542,4371,Correios,2025-06-13,2025-06-20,20
1543,2279,Correios,2025-06-26,2025-07-01,35
1544,3670,Correios,2025-02-19,2025-02-22,35
1545,1752,LogX,2025-04-26,2025-05-06,20
1546,4273,Correios,2025-02-06,2025-02-15,-5
1547,4275,Correios,2025-02-20,2025-02-24,-5
1548,3923,Correios,2025-03-16,2025-03-20,35
1549,2975,Correios,2025-05-20,2025-05-22,35
1550,130,LogX,2025-03-10,2025-03-17,-5
1551,348,Correios,2025-01-22,2025-01-20,35
1552,41,LogX,2025-01-22,2025-01-31,20
1553,1154,LogX,2025-05-03,2025-05-01,20
1554,3669,LogX,2025-05-19,2025-05-26,35
1555,3151,Correios,2025-05-12,2025-05-18,35
1556,2715,Correios,2025-05-06,2025-05-13,-5
1557,4695,Correios,2025-03-08,2025-03-08,35
1558,2088,Correios,2025-01-21,2025-01-24,20
1559,2642,Correios,2025-01-12,2025-01-16,35
1560,2754,LogX,2025-05-24,2025-05-31,35
1561,2611,Correios,2025-06-19,2025-06-22,20
1562,4538,Correios,2025-05-24,2025-05-22,20
1563,2780,LogX,2025-02-21,2025-02-20,20
1564,4961,Correios,2025-01-16,2025-01-21,-5
1565,736,Correios,2025-04-07,2025-04-17,-5
1566,1895,LogX,2025-03-23,2025-04-02,20
1567,37,Correios,2025-05-28,2025-06-04,-5
1568,2895,Correios,2025-04-18,2025-04-18,35
1569,4726,LogX,2025-03-28,2025-03-27,35
1570,1664,LogX,2025-02-15,2025-02-23,-5
1571,2365,LogX,2025-03-19,2025-03-27,35
1572,2436,Correios,2025-03-15,2025-03-22,-5
1573,998,Correios,2025-03-03,2025-03-04,20
1574,3135,LogX,2025-05-05,2025-05-13,20
1575,4735,LogX,2025-02-04,2025-02-13,35
1576,274,Correios,2025-06-11,2025-06-21,35
1577,1109,Correios,2025-04-13,2025-04-20,20
1578,465,LogX,2025-05-10,2025-05-10,35
1579,4632,Correios,2025-06-26,2025-06-29,-5
1580,1061,LogX,2025-03-01,2025-03-11,20
1581,3897,Correios,2025-06-14,2025-06-15,20
1582,2854,Correios,2025-05-03,2025-05-03,-5
1583,3829,Correios,2025-01-21,2025-01-29,35
1584,2631,LogX,2025-06-25,2025-06-28,35
1585,1464,Correios,2025-01-28,2025-02-06,35
1586,2583,LogX,2025-06-05,2025-06-09,-5
1587,2240,Correios,2025-05-07,2025-05-10,20
1588,2705,Correios,2025-06-26,2025-07-03,-5
1589,4417,Correios,2025-05-23,2025-05-28,20
1590,3603,Correios,2025-06-28,2025-07-08,-5
1591,4554,Correios,2025-05-31,2025-06-01,-5
1592,3290,LogX,2025-01-23,2025-01-28,-5
1593,2778,LogX,2025-01-26,2025-02-01,35
1594,1925,LogX,2025-03-26,2025-04-03,35
1595,467,Correios,2025-06-26,2025-07-06,35
1596,3252,LogX,2025-04-11,2025-04-10,20
1597,406,LogX,2025-04-27,2025-05-05,35
1598,1310,LogX,2025-05-25,2025-05-30,35
1599,4506,LogX,2025-01-26,2025-01-31,35
1600,1347,LogX,2025-03-20,2025-03-29,35
1601,436,Correios,2025-01-27,2025-02-03,-5
1602,2767,Correios,2025-04-05,2025-04-03,35
1603,3049,Correios,2025-01-12,2025-01-13,35
1604,3247,Correios,2025-04-01,2025-04-03,35
1605,196,LogX,2025-02-06,2025-02-07,-5
1606,2094,LogX,2025-06-06,2025-06-11,-5
1607,4579,LogX,2025-06-15,2025-06-19,-5
1608,882,LogX,2025-03-08,2025-03-14,35
1609,2502,LogX,2025-03-19,2025-03-29,-5
1610,1486,LogX,2025-02-17,2025-02-15,-5
1611,4151,Correios,2025-06-27,2025-07-01,20
1612,2294,Correios,2025-05-28,2025-06-03,20
1613,1202,Correios,2025-01-27,2025-01-31,-5
1614,27,LogX,2025-02-22,2025-02-21,35
1615,3447,Correios,2025-03-31,2025-03-31,35
1616,1492,Correios,2025-04-04,2025-04-11,20
1617,4532,LogX,2025-03-06,2025-03-11,-5
1618,4347,LogX,2025-01-23,2025-01-27,-5
1619,4437,LogX,2025-03-08,2025-03-07,20
1620,2868,LogX,2025-02-01,2025-02-01,-5
1621,2887,LogX,2025-03-20,2025-03-25,35
1622,629,LogX,2025-06-26,2025-06-29,-5
1623,2649,Correios,2025-04-19,2025-04-17,-5
1624,1761,Correios,2025-01-06,2025-01-04,-5
1625,1939,Correios,2025-06-21,2025-07-01,20
1626,776,Correios,2025-02-10,2025-02-11,35
1627,1085,LogX,2025-01-09,2025-01-10,35
1628,2532,LogX,2025-04-22,2025-04-25,-5
1629,3728,LogX,2025-03-22,2025-03-27,20
1630,4343,LogX,2025-04-26,2025-04-28,35
1631,2469,LogX,2025-01-04,2025-01-04,35
1632,4766,Correios,2025-03-03,2025-03-12,-5
1633,1334,LogX,2025-03-20,2025-03-21,-5
1634,112,LogX,2025-04-23,2025-05-03,20
1635,4992,LogX,2025-02-16,2025-02-20,-5
1636,910,LogX,2025-02-18,2025-02-26,-5
1637,2350,Correios,2025-05-29,2025-06-01,20
1638,939,Correios,2025-01-06,2025-01-06,20
1639,2462,Correios,2025-01-08,2025-01-08,-5
1640,4624,Correios,2025-01-10,2025-01-13,20
1641,3165,LogX,2025-06-24,2025-07-02,35
1642,4943,LogX,2025-06-30,2025-07-04,-5
1643,466,LogX,2025-04-06,2025-04-06,20
1644,3075,Correios,2025-03-26,2025-04-02,20
1645,3473,LogX,2025-05-15,2025-05-25,-5
1646,4828,LogX,2025-02-15,2025-02-22,20
1647,1985,Correios,2025-01-26,2025-01-26,35
1648,2219,LogX,2025-04-17,2025-04-27,-5
1649,3373,Correios,2025-04-12,2025-04-12,35
1650,2074,Correios,2025-02-25,2025-02-28,35
1651,3279,LogX,2025-04-27,2025-04-26,-5
1652,1116,LogX,2025-04-29,2025-05-06,20
1653,2285,LogX,2025-05-27,2025-06-03,-5
1654,4,LogX,2025-01-14,2025-01-20,-5
1655,3325,LogX,2025-02-12,2025-02-13,20
1656,4558,LogX,2025-01-04,2025-01-09,-5
1657,329,Correios,2025-03-08,2025-03-08,-5
1658,2124,LogX,2025-05-28,2025-06-01,35
1659,2524,Correios,2025-05-20,2025-05-29,20
1660,4348,Correios,2025-05-11,2025-05-17,20
1661,1123,Correios,2025-06-15,2025-06-15,20
1662,3832,LogX,2025-04-17,2025-04-20,35
1663,1007,Correios,2025-02-14,2025-02-21,20
1664,3713,LogX,2025-04-18,2025-04-22,20
1665,3144,LogX,2025-04-27,2025-05-02,20
1666,4812,Correios,2025-06-15,2025-06-18,-5
1667,4882,LogX,2025-05-30,2025-06-09,35
1668,3456,LogX,2025-03-12,2025-03-18,35
1669,249,Correios,2025-03-24,2025-03-29,20
1670,2571,LogX,2025-05-22,2025-05-23,35
1671,18,Correios,2025-04-06,2025-04-08,35
1672,3168,Correios,2025-04-22,2025-04-26,35
1673,3046,Correios,2025-03-06,2025-03-04,-5
1674,2447,LogX,2025-01-22,2025-01-31,20
1675,2722,Correios,2025-02-07,2025-02-12,35
1676,1673,Correios,2025-04-01,2025-04-01,35
1677,785,LogX,2025-05-17,2025-05-27,35
1678,344,Correios,2025-04-30,2025-05-10,35
1679,605,Correios,2025-04-16,2025-04-26,35
1680,2278,LogX,2025-05-23,2025-05-24,20
1681,4720,Correios,2025-03-20,2025-03-19,-5
1682,4124,Correios,2025-05-02,2025-05-08,-5
1683,928,LogX,2025-06-25,2025-07-01,35
1684,2853,LogX,2025-02-12,2025-02-14,20
1685,971,Correios,2025-01-09,2025-01-14,-5
1686,2680,LogX,2025-05-02,2025-05-03,-5
1687,4278,LogX,2025-02-01,2025-02-11,20
1688,1673,Correios,2025-06-07,2025-06-05,20
1689,4332,Correios,2025-06-24,2025-07-01,35
1690,2470,LogX,2025-03-28,2025-04-06,35
1691,2431,LogX,2025-04-06,2025-04-06,-5
1692,4813,LogX,2025-05-30,2025-05-29,35
1693,894,Correios,2025-05-13,2025-05-17,-5
1694,3677,Correios,2025-03-26,2025-04-02,35
