pedido_id,cliente_id,produto_id,quantidade,valor_unitario,desconto,data_pedido,status
1302,405,17,5,150.0,10,10/01/2025,Cancelado
1303,206,11,5,99.9,120,10/01/2025,Cancelado
1304,147,34,2,99.9,0,09/02/2025,Cancelado
1305,177,41,2,200.0,0,2025-01-23,Pago
1306,359,91,2,200.0,10,2025-04-30,Pago
1307,174,86,4,150.0,10,15/02/2025,Cancelado
1308,312,21,4,200.0,10,02/06/2025,Cancelado
1309,309,49,5,200.0,120,04/04/2025,Pago
1310,259,32,3,200.0,120,08/02/2025,Cancelado
1311,191,5,1,99.9,10,06/04/2025,Pago
1312,241,7,3,200.0,120,2025-06-12,Enviado
1313,409,74,3,150.0,120,07/03/2025,Cancelado
1314,313,27,5,200.0,0,2025-04-16,Enviado
1315,92,27,5,99.9,120,05/01/2025,Enviado
1316,129,10,2,99.9,120,07/02/2025,Pago
1317,153,54,5,99.9,10,2025-01-24,Pago
1318,79,7,2,99.9,120,2025-01-24,Pago
1319,145,58,5,200.0,10,06/05/2025,Enviado
1320,310,18,3,200.0,10,2025-06-28,Pago
1321,370,91,3,200.0,0,05/02/2025,Enviado
1322,311,53,2,150.0,0,2025-04-08,Cancelado
1323,403,81,3,99.9,120,2025-04-16,Pago
1324,90,72,4,150.0,0,30/05/2025,Enviado
1325,473,43,5,99.9,120,2025-03-03,Enviado
1326,224,42,1,99.9,10,2025-02-04,Cancelado
1327,2,53,4,150.0,120,10/03/2025,Pago
1328,267,40,1,99.9,10,26/06/2025,Pago
1329,163,3,1,150.0,0,2025-01-26,Enviado
1330,53,41,4,150.0,0,21/01/2025,Enviado
1331,110,70,5,150.0,0,29/03/2025,Pago
1332,90,85,2,99.9,10,2025-01-14,Cancelado
1333,115,43,3,150.0,10,2025-05-11,Pago
1334,494,11,3,150.0,120,16/02/2025,Pago
1335,328,67,2,200.0,0,2025-01-02,Pago
1336,288,10,3,99.9,0,2025-04-27,Pago
1337,269,95,2,200.0,0,29/01/2025,Cancelado
1338,417,99,2,99.9,10,2025-03-06,Enviado
1338,428,9,4,200.0,0,16/05/2025,Enviado
1340,24,7,2,200.0,0,2025-04-25,Enviado
1341,456,11,3,200.0,10,11/04/2025,Enviado
1342,14,81,2,99.9,10,2025-01-12,Pago
1343,447,31,4,99.9,10,2025-04-11,Enviado
1344,178,18,3,200.0,10,26/01/2025,Pago
1345,86,44,5,150.0,0,18/01/2025,Pago
1346,384,16,3,150.0,0,2025-06-24,Pago
1347,402,22,3,150.0,10,24/02/2025,Pago
1348,109,13,1,200.0,10,22/03/2025,Pago
1349,293,41,1,150.0,0,2025-03-10,Pago
1350,66,91,4,200.0,120,2025-03-01,Cancelado
1351,156,94,2,150.0,0,04/04/2025,Cancelado
1352,31,88,1,150.0,10,2025-04-06,Enviado
1353,243,96,1,150.0,120,2025-02-16,Cancelado
1354,173,20,2,99.9,0,25/05/2025,Cancelado
1355,249,80,1,150.0,10,30/04/2025,Cancelado
1356,385,52,4,150.0,10,2025-01-11,Pago
1357,29,62,3,200.0,0,2025-01-28,Cancelado
1358,390,13,5,99.9,10,17/05/2025,Enviado
1359,217,2,1,150.0,120,2025-06-16,Cancelado
1360,29,76,1,150.0,10,11/05/2025,Cancelado
1361,91,62,3,99.9,0,2025-06-13,Enviado
1362,143,81,4,99.9,120,13/02/2025,Cancelado
1363,492,8,5,99.9,10,2025-02-09,Cancelado
1364,15,72,5,200.0,10,2025-02-26,Cancelado
1365,53,12,3,150.0,10,2025-05-29,Cancelado
1366,366,25,2,150.0,0,24/02/2025,Cancelado
1367,335,48,2,150.0,10,14/03/2025,Cancelado
1368,428,6,5,200.0,0,01/01/2025,Pago
1369,146,82,5,99.9,0,17/04/2025,Cancelado
1370,445,17,3,200.0,0,14/01/2025,Cancelado
1371,406,23,4,150.0,10,14/03/2025,Pago
1372,125,17,1,200.0,10,26/02/2025,Cancelado
1373,407,40,5,200.0,0,18/02/2025,Pago
1374,219,21,5,200.0,10,18/02/2025,Enviado
1375,113,100,5,150.0,120,2025-01-27,Pago
1376,447,100,2,99.9,10,24/06/2025,Enviado
1377,98,24,4,150.0,0,18/03/2025,Pago
1378,436,56,1,150.0,0,2025-05-03,Enviado
1379,156,39,3,150.0,10,08/05/2025,Cancelado
1380,366,19,3,200.0,120,08/05/2025,Cancelado
1381,155,40,2,99.9,120,12/01/2025,Pago
1382,262,24,4,150.0,0,23/05/2025,Pago
1383,26,40,4,99.9,120,2025-04-27,Enviado
1384,225,48,2,150.0,10,2025-04-09,Enviado
1385,359,66,1,200.0,120,2025-06-23,Pago
1386,287,5,2,99.9,10,2025-04-21,Cancelado
1387,222,69,4,200.0,10,2025-02-25,Cancelado
1388,391,60,5,99.9,10,11/01/2025,Enviado
1389,416,41,5,150.0,10,2025-06-23,Cancelado
1390,361,42,4,99.9,10,2025-04-01,Cancelado
1391,245,21,2,150.0,120,26/03/2025,Enviado
1392,376,42,1,99.9,10,25/03/2025,Enviado
1393,480,18,3,150.0,120,21/05/2025,Enviado
1394,415,29,1,150.0,0,2025-06-23,Pago
1395,325,18,5,200.0,0,08/05/2025,Pago
1396,18,62,2,99.9,10,2025-01-05,Cancelado
1397,355,34,4,99.9,0,2025-06-17,Pago
1398,138,90,5,200.0,10,06/05/2025,Pago
1399,327,9,2,200.0,10,2025-04-24,Pago
1400,293,1,5,150.0,120,05/06/2025,Enviado
1401,24,77,2,99.9,0,26/03/2025,Pago
1402,37,7,3,99.9,0,02/03/2025,Pago
1403,230,98,5,150.0,10,12/06/2025,Cancelado
1404,107,8,2,150.0,120,09/02/2025,Cancelado
1405,197,18,5,99.9,10,2025-06-11,Cancelado
1406,420,5,4,150.0,10,2025-03-06,Cancelado
1407,134,67,2,200.0,0,2025-04-06,Enviado
1408,218,38,2,99.9,0,03/04/2025,Pago
1409,258,68,2,200.0,0,24/03/2025,Pago
1410,154,95,2,150.0,120,17/05/2025,Pago
1411,454,3,3,200.0,120,19/02/2025,Pago
1412,458,11,3,150.0,0,09/04/2025,Pago
1413,353,30,2,99.9,0,2025-02-25,Enviado
1414,244,56,2,150.0,10,2025-01-09,Pago
1415,177,44,1,99.9,10,2025-05-29,Enviado
1416,184,89,2,150.0,0,2025-01-24,Enviado
1417,157,98,4,150.0,0,2025-05-14,Cancelado
1418,298,61,5,99.9,120,2025-02-24,Enviado
1419,424,81,4,200.0,10,2025-05-10,Enviado
1420,362,14,3,200.0,120,11/03/2025,Enviado
1421,255,80,4,150.0,120,18/03/2025,Enviado
1422,403,7,4,150.0,10,07/01/2025,Pago
1423,96,92,4,99.9,0,2025-06-06,Enviado
1424,312,54,2,150.0,0,05/05/2025,Pago
1425,20,61,1,99.9,0,12/04/2025,Pago
1426,486,24,4,200.0,10,14/06/2025,Cancelado
1427,125,26,4,99.9,120,11/05/2025,Enviado
1428,79,31,4,99.9,10,11/01/2025,Cancelado
1429,102,39,2,200.0,120,2025-06-12,Cancelado
1430,348,59,2,200.0,10,14/05/2025,Enviado
1431,262,60,3,99.9,0,19/06/2025,Pago
1432,265,89,4,150.0,120,06/03/2025,Cancelado
1433,369,15,4,200.0,10,20/04/2025,Pago
1434,380,36,5,150.0,10,28/03/2025,Enviado
1435,358,21,4,200.0,120,2025-04-24,Enviado
1436,447,65,1,150.0,10,2025-05-08,Enviado
1437,448,92,5,99.9,120,2025-03-16,Cancelado
1438,160,41,4,99.9,10,2025-01-10,Cancelado
1439,419,46,3,200.0,0,26/03/2025,Cancelado
1440,21,45,4,150.0,0,2025-05-12,Enviado
1441,363,82,5,200.0,0,2025-01-20,Enviado
1442,73,64,1,99.9,0,06/05/2025,Pago
1443,288,10,1,99.9,120,2025-02-03,Pago
1444,160,38,3,99.9,10,2025-01-25,Cancelado
1445,65,48,2,200.0,10,22/05/2025,Cancelado
1446,75,79,3,150.0,0,2025-04-25,Cancelado
1447,407,86,2,200.0,120,24/02/2025,Pago
1448,469,3,2,200.0,0,2025-06-04,Enviado
1449,238,85,5,200.0,10,2025-06-11,Enviado
1450,429,86,1,99.9,120,2025-05-11,Cancelado
1451,307,50,4,150.0,10,2025-03-24,Cancelado
1452,302,55,5,200.0,0,10/04/2025,Enviado
1453,442,91,5,200.0,10,2025-05-15,Enviado
1454,463,96,5,150.0,0,2025-05-24,Cancelado
1455,156,82,1,200.0,10,2025-02-11,Cancelado
1456,131,41,5,200.0,120,08/06/2025,Enviado
1457,1,52,1,150.0,120,25/02/2025,Pago
1458,351,51,5,150.0,10,17/03/2025,Enviado
1459,124,80,5,150.0,0,22/05/2025,Enviado
1460,465,56,3,99.9,0,2025-03-05,Cancelado
1461,428,89,2,150.0,120,14/05/2025,Enviado
1462,474,70,2,200.0,0,11/04/2025,Cancelado
1463,75,29,5,200.0,10,27/06/2025,Enviado
1464,466,84,5,99.9,0,2025-04-17,Cancelado
1465,312,2,2,99.9,0,15/04/2025,Pago
1466,103,90,3,150.0,120,18/04/2025,Cancelado
1467,397,48,5,99.9,0,28/04/2025,Pago
1468,97,76,1,150.0,0,06/04/2025,Pago
1469,439,4,4,99.9,120,2025-06-26,Pago
1470,483,21,2,150.0,0,29/06/2025,Cancelado
1471,221,39,4,99.9,120,01/04/2025,Pago
1472,256,7,4,150.0,10,2025-01-23,Pago
1473,23,6,2,150.0,0,20/04/2025,Enviado
1474,336,71,2,200.0,10,2025-03-23,Enviado
1475,436,70,4,150.0,120,06/05/2025,Cancelado
1476,24,1,4,99.9,0,2025-05-02,Pago
1477,351,1,5,150.0,0,2025-05-12,Cancelado
1478,337,72,4,200.0,0,12/06/2025,Cancelado
1479,479,16,4,200.0,0,22/05/2025,Cancelado
1480,369,68,5,99.9,10,29/05/2025,Cancelado
1481,495,65,4,200.0,120,10/05/2025,Pago
1482,486,86,3,99.9,10,15/06/2025,Pago
1483,276,38,4,150.0,120,15/02/2025,Cancelado
1484,235,67,1,200.0,120,14/03/2025,Pago
1485,403,2,3,200.0,10,08/04/2025,Cancelado
1486,88,98,3,200.0,10,2025-03-24,Pago
1487,287,93,2,150.0,0,20/04/2025,Cancelado
1488,54,84,1,200.0,10,28/05/2025,Enviado
1489,7,44,3,150.0,0,12/04/2025,Cancelado
1490,173,44,3,200.0,120,2025-06-12,Cancelado
1491,46,28,5,99.9,120,01/05/2025,Cancelado
1492,118,83,2,99.9,0,2025-02-03,Enviado
1493,424,3,5,200.0,10,27/04/2025,Cancelado
1494,493,16,1,150.0,0,2025-05-28,Cancelado
1495,35,40,2,99.9,10,2025-05-23,Pago
1496,463,56,1,99.9,10,2025-04-02,Enviado
1497,306,55,5,150.0,0,10/05/2025,Enviado
1498,177,67,1,200.0,0,2025-02-01,Enviado
1499,222,36,4,150.0,120,09/06/2025,Cancelado
1500,428,51,4,150.0,0,21/05/2025,Cancelado
1501,69,100,3,99.9,10,2025-01-07,Enviado
1502,206,44,3,99.9,0,2025-04-19,Cancelado
1503,67,72,1,99.9,0,10/03/2025,Cancelado
1504,314,80,2,99.9,0,2025-04-12,Cancelado
1505,148,26,3,99.9,0,17/06/2025,Cancelado
1506,384,23,3,200.0,120,23/03/2025,Pago
1507,398,97,4,150.0,10,28/02/2025,Cancelado
1508,203,92,4,99.9,0,15/01/2025,Pago
1509,296,46,3,200.0,10,21/06/2025,Cancelado
1509,352,2,1,150.0,10,03/06/2025,Cancelado
1511,454,63,3,200.0,120,20/03/2025,Pago
1512,39,8,2,150.0,120,18/01/2025,Cancelado
1513,305,23,1,150.0,120,2025-05-22,Cancelado
1514,463,3,3,200.0,0,19/01/2025,Pago
1515,351,21,2,99.9,120,2025-04-20,Cancelado
1516,133,77,1,150.0,0,2025-04-26,Cancelado
1516,57,66,2,99.9,10,22/06/2025,Pago
1518,318,25,5,150.0,120,04/04/2025,Pago
1519,282,85,3,150.0,120,2025-02-22,Enviado
1520,121,39,3,150.0,0,11/03/2025,Enviado
1521,379,78,2,200.0,10,29/05/2025,Pago
1522,448,21,2,99.9,0,2025-02-28,Enviado
1523,132,85,4,99.9,10,2025-02-10,Cancelado
1524,338,60,1,99.9,10,05/01/2025,Pago
1525,334,40,4,200.0,120,2025-02-14,Pago
1526,241,98,4,99.9,10,2025-06-22,Pago
1527,167,56,3,99.9,120,2025-05-26,Cancelado
1528,371,69,3,99.9,120,03/04/2025,Enviado
1529,101,69,1,150.0,0,2025-02-02,Pago
1530,164,19,3,200.0,120,05/06/2025,Cancelado
1531,370,71,3,99.9,10,03/04/2025,Pago
1532,372,51,2,200.0,120,2025-06-30,Cancelado
1533,349,83,1,99.9,10,29/01/2025,Enviado
1534,315,69,4,200.0,120,2025-06-13,Enviado
1535,240,33,5,99.9,10,2025-02-19,Pago
1536,425,90,4,200.0,10,2025-01-29,Cancelado
1537,400,32,2,150.0,0,26/01/2025,Enviado
1538,287,80,1,200.0,0,2025-03-05,Enviado
1539,137,98,1,200.0,10,2025-04-05,Pago
1540,431,45,1,150.0,0,09/06/2025,Enviado
1541,262,9,1,200.0,0,15/04/2025,Enviado
1542,192,68,2,150.0,120,24/02/2025,Pago
1543,432,85,3,200.0,10,2025-01-27,Pago
1544,93,39,4,150.0,0,2025-01-17,Pago
1545,325,10,3,99.9,0,2025-04-27,Cancelado
1546,293,40,1,99.9,120,2025-06-04,Enviado
1547,374,47,2,200.0,120,2025-02-23,Cancelado
1548,209,42,3,150.0,120,30/06/2025,Cancelado
1549,82,12,2,99.9,0,2025-05-11,Pago
1550,341,31,4,200.0,10,20/04/2025,Pago
1551,132,64,4,99.9,10,2025-05-26,Cancelado
1552,447,64,4,99.9,120,19/06/2025,Pago
1553,456,87,4,99.9,10,02/02/2025,Cancelado
1554,248,86,4,150.0,0,2025-04-02,Enviado
1555,308,16,3,150.0,120,2025-04-05,Enviado
1556,374,6,1,99.9,120,31/05/2025,Cancelado
1557,166,80,2,150.0,10,16/01/2025,Pago
1558,124,56,5,150.0,120,2025-01-13,Pago
1559,251,92,3,99.9,0,2025-05-10,Cancelado
1560,113,60,5,200.0,120,2025-04-04,Pago
1561,233,20,3,99.9,0,08/02/2025,Cancelado
1562,270,81,2,99.9,120,2025-01-28,Cancelado
1563,388,36,2,200.0,10,24/04/2025,Enviado
1564,94,90,3,150.0,0,2025-03-03,Cancelado
1565,45,85,3,99.9,0,2025-06-12,Pago
1566,74,88,1,200.0,0,15/05/2025,Enviado
1567,74,32,4,150.0,120,12/04/2025,Enviado
1568,387,13,1,150.0,10,30/01/2025,Cancelado
1569,457,16,2,99.9,0,2025-03-28,Cancelado
1570,23,56,5,99.9,10,2025-01-23,Cancelado
1571,473,30,1,99.9,0,30/06/2025,Enviado
1572,173,96,1,99.9,0,18/06/2025,Cancelado
1573,362,33,5,99.9,10,2025-04-12,Cancelado
1574,308,99,5,99.9,120,2025-06-05,Pago
1575,162,53,4,200.0,0,05/04/2025,Cancelado
1576,227,17,3,150.0,120,2025-03-28,Cancelado
1577,158,64,1,99.9,0,02/01/2025,Pago
1578,388,40,1,99.9,10,2025-03-04,Pago
1579,225,57,3,99.9,120,12/06/2025,Cancelado
1580,77,31,1,150.0,0,2025-03-06,Pago
1581,30,21,1,99.9,120,2025-01-01,Cancelado
1582,57,74,2,200.0,10,2025-06-10,Pago
1583,255,38,5,99.9,0,04/03/2025,Cancelado
1584,354,32,4,99.9,120,2025-06-28,Pago
1585,367,22,3,99.9,0,2025-02-24,Cancelado
1586,289,10,5,99.9,120,2025-03-02,Cancelado
1587,444,67,1,200.0,0,2025-01-22,Cancelado
1588,206,41,3,200.0,120,07/05/2025,Cancelado
1589,114,37,3,150.0,0,2025-01-08,Enviado
1590,473,34,1,99.9,120,26/01/2025,Pago
1591,288,90,4,150.0,10,24/02/2025,Enviado
1592,310,41,3,99.9,120,09/01/2025,Pago
1593,480,45,1,200.0,10,2025-01-19,Pago
1594,259,32,3,200.0,10,10/05/2025,Enviado
1595,133,62,1,200.0,0,07/01/2025,Cancelado
1596,200,91,3,99.9,10,06/02/2025,Cancelado
1597,465,27,5,150.0,10,28/02/2025,Pago
1598,298,11,4,99.9,120,20/03/2025,Pago
1599,360,76,3,150.0,120,19/01/2025,Cancelado
1600,177,72,1,150.0,10,29/04/2025,Cancelado
1601,430,31,3,150.0,10,2025-01-28,Pago
1602,98,96,1,150.0,0,13/04/2025,Cancelado
1603,441,27,5,150.0,10,14/01/2025,Enviado
1604,229,96,3,150.0,0,2025-03-26,Pago
1605,278,81,1,200.0,10,16/06/2025,Pago
1606,397,2,1,150.0,10,11/03/2025,Enviado
1607,232,84,2,150.0,0,2025-06-04,Cancelado
1608,145,53,3,99.9,120,24/04/2025,Pago
1609,112,82,4,99.9,120,28/02/2025,Enviado
1610,351,35,5,150.0,0,24/03/2025,Pago
1611,85,39,4,99.9,10,2025-05-21,Pago
1612,476,92,5,200.0,10,2025-05-01,Enviado
1613,130,39,3,150.0,120,2025-04-03,Enviado
1614,3,41,4,200.0,120,10/03/2025,Cancelado
1615,388,15,4,99.9,10,28/04/2025,Enviado
1616,48,69,2,150.0,10,15/06/2025,Cancelado
1617,13,26,3,200.0,0,18/02/2025,Enviado
1618,231,27,1,200.0,0,2025-02-14,Pago
1619,385,68,1,150.0,120,2025-01-24,Pago
1620,308,12,2,99.9,0,03/06/2025,Enviado
1621,207,100,3,200.0,10,20/03/2025,Enviado
1622,250,46,3,200.0,0,16/03/2025,Pago
1623,329,29,3,150.0,10,2025-04-30,Pago
1624,251,28,2,150.0,10,24/01/2025,Enviado
1625,375,27,4,99.9,120,06/03/2025,Cancelado
1626,340,82,5,99.9,10,22/02/2025,Enviado
1627,460,97,4,99.9,0,2025-03-26,Cancelado
1628,334,7,1,200.0,0,04/01/2025,Enviado
1629,423,96,1,150.0,10,12/06/2025,Enviado
1630,397,64,5,99.9,10,2025-02-05,Pago
1631,86,21,4,150.0,0,2025-03-27,Cancelado
1632,72,55,2,150.0,10,2025-04-27,Cancelado
1633,399,38,1,150.0,10,27/04/2025,Enviado
1634,125,17,3,99.9,0,2025-05-27,Enviado
1635,148,14,3,99.9,10,2025-06-23,Enviado
1636,31,34,2,150.0,0,09/02/2025,Cancelado
1637,157,8,1,99.9,10,31/05/2025,Enviado
1638,392,25,1,200.0,0,2025-06-21,Cancelado
1639,133,7,3,200.0,120,22/03/2025,Pago
1640,33,16,1,150.0,10,19/01/2025,Enviado
1641,462,91,1,99.9,10,20/03/2025,Pago
1642,4,68,5,200.0,0,2025-03-15,Pago
1643,114,33,2,200.0,0,2025-05-22,Enviado
1644,201,86,4,200.0,10,04/03/2025,Pago
1645,49,52,5,200.0,0,23/01/2025,Cancelado
1646,369,82,4,150.0,0,2025-05-16,Cancelado
1647,14,42,2,150.0,0,2025-04-21,Cancelado
1648,353,2,2,200.0,10,30/04/2025,Cancelado
1649,118,12,2,99.9,0,07/01/2025,Cancelado
1650,76,61,5,200.0,10,2025-01-28,Cancelado
1651,67,7,2,200.0,120,2025-02-10,Cancelado
1652,31,19,2,150.0,120,13/02/2025,Enviado
1653,454,20,4,150.0,120,2025-02-28,Enviado
1654,271,14,3,99.9,0,2025-06-14,Cancelado
1655,276,94,5,200.0,120,03/05/2025,Pago
1656,260,25,1,99.9,120,2025-02-05,Cancelado
1657,4,16,2,200.0,0,2025-04-30,Enviado
1658,357,42,3,99.9,120,2025-05-09,Enviado
1659,135,46,3,99.9,10,30/01/2025,Enviado
1660,83,42,2,99.9,0,24/03/2025,Cancelado
1661,362,100,5,200.0,10,2025-03-29,Cancelado
1662,358,78,5,150.0,10,01/04/2025,Pago
1663,242,31,4,200.0,120,15/05/2025,Cancelado
1664,306,25,3,200.0,120,2025-02-28,Enviado
1665,321,36,3,200.0,10,30/03/2025,Cancelado
1666,216,97,4,150.0,120,2025-01-16,Pago
1667,217,12,2,150.0,10,21/06/2025,Cancelado
1668,300,99,5,99.9,10,11/03/2025,Pago
1669,140,82,3,99.9,0,12/02/2025,Cancelado
1670,203,43,2,150.0,120,2025-01-27,Pago
1671,181,76,3,200.0,120,29/06/2025,Pago
1672,355,12,5,150.0,0,12/03/2025,Enviado
1673,124,2,1,200.0,0,2025-05-03,Pago
1674,259,99,2,150.0,0,2025-01-05,Enviado
1675,70,47,5,200.0,120,2025-06-18,Enviado
1676,166,69,5,200.0,10,05/01/2025,Cancelado
1677,40,28,5,150.0,0,02/05/2025,Pago
1678,263,54,1,99.9,10,05/03/2025,Cancelado
1679,451,30,4,99.9,120,2025-03-20,Pago
1680,248,80,4,150.0,10,2025-05-12,Cancelado
1681,147,66,5,200.0,10,09/05/2025,Pago
1682,445,11,1,200.0,10,01/05/2025,Pago
1683,239,29,1,200.0,120,03/03/2025,Enviado
1684,23,27,1,150.0,120,2025-01-01,Cancelado
1685,61,50,1,150.0,120,2025-04-26,Enviado
1686,408,11,5,99.9,10,31/01/2025,Cancelado
1687,112,43,3,99.9,120,2025-04-18,Cancelado
1688,498,32,1,150.0,120,2025-05-08,Cancelado
1689,299,47,1,150.0,10,2025-01-23,Enviado
1690,52,29,1,150.0,120,17/05/2025,Pago
1691,220,94,2,99.9,10,2025-04-22,Pago
1692,316,57,4,200.0,10,2025-05-01,Enviado
1693,231,25,5,150.0,120,05/02/2025,Pago
1694,165,86,2,150.0,120,18/05/2025,Cancelado
1695,481,55,3,150.0,120,15/05/2025,Cancelado
1696,423,92,4,150.0,10,2025-06-27,Pago
1697,408,45,2,150.0,10,2025-02-17,Cancelado
1698,116,81,1,150.0,120,21/03/2025,Cancelado
1699,268,28,3,150.0,120,12/05/2025,Cancelado
1700,213,33,2,99.9,120,2025-03-13,Enviado
1701,115,31,3,99.9,10,2025-04-08,Pago
1702,252,78,4,150.0,10,23/01/2025,Cancelado
1703,488,99,3,99.9,120,04/03/2025,Cancelado
1704,441,88,2,150.0,10,15/02/2025,Pago
1705,171,97,3,99.9,0,21/02/2025,Cancelado
1705,321,65,4,150.0,10,26/04/2025,Pago
1707,133,67,3,150.0,0,05/02/2025,Pago
1708,282,99,1,200.0,120,2025-06-10,Pago
1709,291,5,2,150.0,120,2025-04-14,Cancelado
1710,408,69,5,200.0,10,2025-03-04,Enviado
1711,394,25,3,150.0,120,24/02/2025,Pago
1712,155,52,5,150.0,120,2025-01-14,Enviado
1713,248,11,1,150.0,0,2025-04-10,Cancelado
1714,36,70,2,99.9,10,2025-03-26,Cancelado
1715,65,76,5,150.0,10,2025-05-30,Enviado
1716,142,26,1,200.0,120,2025-05-09,Enviado
1717,263,82,1,150.0,10,2025-06-07,Pago
1718,278,49,1,99.9,10,19/06/2025,Enviado
1719,304,90,5,150.0,0,09/04/2025,Pago
1720,137,37,5,99.9,10,16/01/2025,Enviado
1721,371,19,1,200.0,10,2025-03-17,Pago
1722,167,5,1,150.0,10,2025-03-01,Enviado
1723,48,4,1,150.0,10,2025-06-03,Enviado
1724,463,87,5,200.0,10,03/02/2025,Enviado
1725,32,21,2,99.9,10,26/01/2025,Enviado
1726,82,82,5,99.9,0,2025-06-23,Enviado
1727,361,78,5,200.0,0,2025-06-13,Cancelado
1728,93,89,5,150.0,10,2025-05-03,Pago
1729,36,65,4,200.0,0,2025-06-11,Pago
1730,172,28,3,150.0,10,2025-01-21,Enviado
1731,27,18,4,200.0,10,2025-03-22,Cancelado
1732,463,19,5,150.0,10,30/01/2025,Enviado
1732,68,64,4,200.0,120,02/06/2025,Pago
1734,251,12,3,99.9,0,2025-04-04,Cancelado
1735,244,61,3,200.0,120,2025-05-12,Pago
1736,412,66,5,150.0,0,2025-05-23,Enviado
1737,148,32,4,200.0,0,2025-06-29,Cancelado
1738,227,78,5,99.9,0,2025-02-27,Pago
1739,48,34,1,99.9,120,15/03/2025,Cancelado
1740,176,12,5,150.0,120,15/05/2025,Cancelado
1741,463,9,4,99.9,120,2025-01-01,Enviado
1742,421,95,2,150.0,120,2025-05-14,Cancelado
1743,170,42,5,150.0,0,07/03/2025,Enviado
1744,471,42,5,150.0,0,2025-03-07,Pago
1745,41,33,5,99.9,120,15/01/2025,Cancelado
1746,446,10,3,99.9,120,2025-05-27,Cancelado
1747,424,26,2,200.0,10,05/03/2025,Cancelado
1748,307,18,3,150.0,0,07/06/2025,Cancelado
1749,377,2,1,99.9,120,2025-04-18,Enviado
1750,159,70,5,200.0,0,2025-02-07,Pago
1751,93,33,4,150.0,10,2025-03-02,Enviado
1752,61,15,3,200.0,10,29/03/2025,Pago
1753,350,9,4,150.0,0,2025-06-13,Pago
1754,307,83,4,99.9,10,18/01/2025,Cancelado
1755,492,40,1,200.0,120,30/06/2025,Cancelado
1756,289,52,3,200.0,0,2025-04-25,Pago
1757,122,31,5,200.0,120,2025-06-27,Enviado
1758,96,49,5,99.9,0,19/01/2025,Enviado
1759,81,82,2,200.0,0,2025-01-29,Enviado
1760,408,80,5,150.0,120,02/04/2025,Pago
1761,102,73,3,200.0,10,20/04/2025,Cancelado
1762,107,83,3,200.0,120,13/02/2025,Enviado
1763,58,97,1,150.0,0,2025-01-29,Pago
1764,250,40,1,150.0,0,2025-03-24,Cancelado
1765,142,71,4,99.9,120,2025-01-01,Cancelado
1766,50,70,1,150.0,0,07/02/2025,Pago
1767,89,36,4,150.0,120,2025-01-09,Pago
1768,86,90,5,99.9,10,2025-02-11,Enviado
1768,227,88,1,150.0,120,2025-02-25,Pago
1770,378,72,5,200.0,120,25/04/2025,Enviado
1771,299,57,3,200.0,120,19/01/2025,Cancelado
1772,265,60,2,200.0,10,09/06/2025,Enviado
1773,43,88,3,99.9,0,2025-01-04,Pago
1774,67,3,5,200.0,120,26/04/2025,Enviado
1775,165,75,5,99.9,10,13/04/2025,Pago
1776,440,28,4,150.0,120,2025-04-15,Pago
1777,139,36,3,200.0,0,28/01/2025,Pago
1778,83,95,1,150.0,0,2025-02-20,Cancelado
1779,129,55,3,200.0,0,11/05/2025,Pago
1780,200,6,3,150.0,10,2025-02-10,Cancelado
1781,88,87,2,99.9,0,18/04/2025,Pago
1782,79,5,5,99.9,10,19/03/2025,Cancelado
1783,118,49,5,99.9,10,13/04/2025,Cancelado
1784,109,5,4,99.9,120,2025-05-12,Cancelado
1785,339,30,3,99.9,10,02/01/2025,Pago
1786,493,71,2,200.0,10,29/03/2025,Enviado
1787,136,65,3,99.9,120,20/03/2025,Enviado
1788,424,88,2,200.0,10,2025-03-10,Enviado
1789,467,15,3,150.0,120,2025-06-17,Pago
1790,160,90,2,150.0,10,2025-04-19,Pago
1791,32,66,5,200.0,10,2025-01-11,Cancelado
1792,487,74,1,200.0,10,19/01/2025,Pago
1793,297,29,1,150.0,10,2025-05-06,Enviado
1794,131,20,2,99.9,10,06/02/2025,Pago
1795,50,19,2,150.0,120,17/01/2025,Cancelado
1796,260,66,2,200.0,120,2025-03-30,Cancelado
1797,400,18,4,200.0,120,2025-05-07,Enviado
1798,499,6,5,200.0,10,02/05/2025,Enviado
1799,28,54,4,99.9,120,26/03/2025,Pago
1800,466,37,3,99.9,120,16/06/2025,Cancelado
1801,497,57,3,99.9,0,2025-03-21,Enviado
1802,154,24,3,200.0,10,16/02/2025,Enviado
1803,367,71,2,150.0,10,13/05/2025,Pago
1804,428,70,2,200.0,0,2025-03-07,Cancelado
1805,116,51,3,200.0,10,25/02/2025,Enviado
1806,93,72,5,200.0,0,2025-01-05,Enviado
1807,246,53,4,150.0,10,02/01/2025,Pago
1808,434,14,5,150.0,0,2025-03-31,Pago
1809,425,49,3,150.0,10,30/04/2025,Pago
1809,116,19,2,150.0,120,2025-06-04,Cancelado
1811,415,6,2,99.9,120,2025-01-04,Enviado
1812,154,61,5,200.0,10,20/06/2025,Pago
1813,405,80,5,150.0,0,03/05/2025,Enviado
1814,161,16,5,99.9,0,2025-03-13,Cancelado
1815,38,67,1,200.0,120,2025-03-11,Enviado
1816,28,47,5,99.9,0,20/05/2025,Pago
1817,312,41,3,150.0,120,2025-03-06,Cancelado
